1,1,0.965614,0.943411,0.379381,0.43286,0.001019,0.082413,-0.000008,0.006523,0.000003,0.012994,0.380392,0.111111,0.420721,0.151688,76,112,36,18,479,107,23.901878,0.739198,0.092971,0.07483,0.058957,0.104308,0.068027,0.040816,0.038549,0.029478,0.079365,0.120181,0.095238,0.047619,0.049887,0.020408,0.034014,0.045351
1,1,0.967565,0.950808,0.405369,0.475816,0.001144,0.070473,0.00001,0.003011,0.000003,0.010018,0.403922,0.333333,0.392017,0.145528,88,122,34,21,596,104.5,18.322567,0.834734,0.119929,0.03351,0.038801,0.07231,0.082892,0.056437,0.063492,0.024691,0.082892,0.123457,0.081129,0.051146,0.037037,0.03351,0.029982,0.068783
1,1,0.952911,0.947422,0.394286,0.510015,0.000514,0.075422,0.000002,0.000494,0.000001,0.011123,0.403922,0.210526,0.357351,0.137589,89,113,24,19,401,74,13.65586,0.879386,0.049738,0.036649,0.052356,0.065445,0.091623,0.070681,0.04712,0.049738,0.08377,0.02356,0.065445,0.08377,0.054974,0.060209,0.054974,0.109948
1,1,0.951422,0.972968,0.401513,0.531201,0.000482,0.073074,-0.000001,-0.001808,0.000001,0.01024,0.396078,0.473684,0.390255,0.154307,91,113,22,38,753,113.5,17.107903,0.900718,0.023098,0.033967,0.09375,0.165761,0.092391,0.038043,0.02038,0.021739,0.047554,0.03125,0.065217,0.08288,0.191576,0.055707,0.028533,0.008152
1,1,0.952263,0.887658,0.42327,0.565426,0.000505,0.073105,-0.000001,-0.00365,0.000001,0.011244,0.423529,0.666667,0.517669,0.162685,96,118,22,9,179,52,15.106145,0.90404,0.107955,0.153409,0.039773,0.022727,0.028409,0.022727,0.028409,0.045455,0.232955,0.068182,0.039773,0.039773,0.028409,0.045455,0.039773,0.056818
1,1,0.978209,0.976271,0.525676,0.424904,0.004682,0.047431,-0.000147,0.003109,0.000038,0.005563,0.584314,0.345455,0.346912,0.120675,99,159,60,55,1570,294.5,55.242199,0.475758,0.052478,0.056122,0.040087,0.060496,0.093294,0.106414,0.060496,0.062682,0.053936,0.054665,0.055394,0.059767,0.080904,0.082362,0.037172,0.043732
1,1,0.95232,0.952107,0.433186,0.5276,0.000504,0.074278,0,-0.001526,0.000001,0.010732,0.447059,0.761905,0.435942,0.161296,100,122,22,21,430,78.5,14.330814,0.930736,0.047393,0.023697,0.085308,0.097156,0.085308,0.080569,0.033175,0.028436,0.106635,0.026066,0.026066,0.111374,0.06872,0.040284,0.023697,0.116114
1,1,0.945147,0.950321,0.430392,0.516672,0.000379,0.078082,0.000001,-0.00185,0,0.011695,0.427451,0.7,0.46476,0.157315,101,120,19,20,362,67.5,12.586326,0.952632,0.046377,0.026087,0.055072,0.075362,0.089855,0.084058,0.063768,0.023188,0.081159,0.078261,0.06087,0.034783,0.057971,0.06087,0.115942,0.046377
1,1,0.950085,0.92849,0.436772,0.553232,0.000469,0.079099,0,-0.001545,0,0.011923,0.447059,0.642857,0.34409,0.144096,101,122,21,14,284,60.5,12.888205,0.965986,0.095238,0.047619,0.025641,0.025641,0.065934,0.098901,0.065934,0.084249,0.058608,0.040293,0.032967,0.040293,0.065934,0.029304,0.106227,0.117216
1,1,0.945639,0.919883,0.442841,0.538782,0.000384,0.083863,0.000001,-0.002859,0,0.013312,0.447059,0.833333,0.403731,0.144591,103,123,20,12,226,53,12.429204,0.941667,0.117117,0.036036,0.036036,0.157658,0.054054,0.031532,0.018018,0.031532,0.153153,0.063063,0.040541,0.063063,0.04955,0.072072,0.040541,0.036036
1,1,0.984111,0.983055,0.537836,0.492159,0.005914,0.054344,0.000024,0.001004,0.000064,0.006606,0.443137,0.318841,0.339983,0.118123,104,182,78,69,2825,420,62.442478,0.524898,0.05509,0.044072,0.051124,0.069634,0.120758,0.056413,0.039224,0.049361,0.057735,0.07316,0.060379,0.087704,0.093874,0.048039,0.041869,0.051565
1,1,0.927475,0.884248,0.444505,0.500804,0.000218,0.088818,0,0.001248,0,0.014929,0.454902,0.625,0.562251,0.16558,106,120,14,8,115,37,11.904347,1.026786,0.095652,0.104348,0.06087,0.043478,0.052174,0.086957,0.06087,0.052174,0.147826,0.052174,0.034783,0.043478,0.043478,0.043478,0.043478,0.034783
1,1,0.943662,0.970775,0.543476,0.473559,0.000361,0.069764,0,0.003163,0,0.009571,0.545098,0.333333,0.374056,0.134626,129,149,20,36,598,112,20.976589,0.830556,0.044231,0.030769,0.019231,0.046154,0.230769,0.098077,0.026923,0.019231,0.025,0.021154,0.034615,0.117308,0.140385,0.096154,0.023077,0.026923
1,1,0.975357,0.953254,0.652322,0.416277,0.002037,0.071111,-0.000021,0.010933,0.000009,0.012016,0.690196,0.24,0.346595,0.125613,141,188,47,25,615,156,39.570732,0.523404,0.143339,0.079258,0.03204,0.028668,0.045531,0.03204,0.035413,0.145025,0.153457,0.038786,0.045531,0.033727,0.05059,0.033727,0.026981,0.075885
1,1,0.970864,0.919489,0.635845,0.556558,0.001362,0.062378,-0.000011,-0.001345,0.000004,0.008773,0.639216,0.5,0.315615,0.128153,141,179,38,14,442,91.5,18.941742,0.830827,0.123543,0.191142,0.018648,0.009324,0.006993,0.011655,0.018648,0.114219,0.242424,0.025641,0.030303,0.030303,0.04662,0.034965,0.032634,0.062937
1,1,0.971016,0.924216,0.638405,0.498615,0.00141,0.068748,-0.000009,0.000233,0.000004,0.01,0.666667,0.428571,0.321502,0.129717,143,180,37,14,470,89,16.853191,0.907336,0.206278,0.069507,0.047085,0.020179,0.015695,0.013453,0.029148,0.123318,0.213004,0.06278,0.038117,0.017937,0.056054,0.022422,0.029148,0.035874
1,1,0.979068,0.991413,0.891176,0.465583,0.009097,0.075995,-0.001313,0.006655,0.000366,0.01032,0.913725,0.197368,0.173572,0.105212,148,255,107,152,5546,664.5,79.61779,0.340999,0.122884,0.05413,0.036942,0.059774,0.071062,0.054387,0.062853,0.064649,0.065931,0.081067,0.077219,0.059774,0.059005,0.031042,0.023858,0.075423
1,1,0.968123,0.910773,0.647057,0.523522,0.001133,0.068295,-0.000003,0.001192,0.000003,0.009743,0.658824,0.5,0.322909,0.119417,148,181,33,12,360,80,17.777779,0.909091,0.216617,0.083086,0.029674,0.008902,0.011869,0.008902,0.017804,0.109792,0.261128,0.026706,0.026706,0.026706,0.047478,0.035608,0.026706,0.062315
1,1,0.985524,0.966676,0.724248,0.383589,0.006109,0.058686,0.000053,0.008278,0.000068,0.008195,0.647059,0.184211,0.315637,0.120179,149,222,73,38,1081,218,43.962997,0.38969,0.126494,0.031873,0.027888,0.018924,0.030876,0.023904,0.077689,0.150398,0.143426,0.057769,0.070717,0.01992,0.00996,0.02988,0.038845,0.141434
1,1,0.988662,0.954992,0.76331,0.388522,0.009399,0.04651,0.000083,0.006415,0.00017,0.006549,0.737255,0.322581,0.285636,0.120407,149,242,93,31,1424,260,47.471909,0.49393,0.188172,0.026114,0.012289,0.025346,0.012289,0.029186,0.0553,0.132104,0.194316,0.057604,0.036866,0.024578,0.023041,0.014593,0.02381,0.144393
1,1,0.929779,0.864639,0.635107,0.555857,0.000234,0.087392,0,-0.002122,0,0.014546,0.635294,0.571429,0.504015,0.149544,155,169,14,7,105,34,11.009523,1.071429,0.07619,0.038095,0.057143,0.066667,0.038095,0.047619,0.038095,0.07619,0.171429,0.07619,0.038095,0.038095,0.047619,0.019048,0.066667,0.104762
1,1,0.952143,0.980284,0.774238,0.496272,0.000495,0.074426,-0.000001,0.001349,0.000001,0.010288,0.780392,0.230769,0.370349,0.118627,183,209,26,52,929,178.5,34.297363,0.68713,0.025894,0.036991,0.050555,0.075216,0.050555,0.146732,0.041924,0.039457,0.033292,0.051788,0.041924,0.08508,0.10111,0.120838,0.04439,0.054254
1,1,0.955857,0.961574,0.786198,0.448221,0.000603,0.075205,0.000001,0.005669,0.000001,0.01138,0.780392,0.222222,0.380341,0.127688,188,216,28,27,465,105.5,23.936022,0.615079,0.080092,0.020595,0.025172,0.052632,0.059497,0.112128,0.073227,0.080092,0.059497,0.02746,0.032037,0.070938,0.144165,0.043478,0.038902,0.080092
1,1,0.940828,0.924201,0.780589,0.515494,0.000332,0.077577,0,0.000772,0,0.011944,0.780392,0.384615,0.411765,0.136409,190,208,18,13,217,55.5,14.1947,0.92735,0.096154,0.028846,0.043269,0.091346,0.028846,0.057692,0.105769,0.024038,0.081731,0.067308,0.0625,0.086538,0.067308,0.043269,0.052885,0.0625
1,1,0.941059,0.919081,0.781055,0.534434,0.000335,0.081776,0,-0.002667,0,0.013434,0.784314,0.583333,0.377498,0.134768,191,208,17,12,210,48.5,11.201191,1.029412,0.116505,0.058252,0.033981,0.053398,0.058252,0.058252,0.048544,0.043689,0.087379,0.067961,0.043689,0.033981,0.048544,0.097087,0.063107,0.087379
1,1,0.9369,0.835896,0.788684,0.530143,0.000333,0.07504,0.000001,-0.000668,0,0.011734,0.784314,0.666667,0.590218,0.18855,194,210,16,6,91,40,17.582418,0.947917,0.168539,0.044944,0.05618,0.05618,0.011236,0.022472,0.022472,0.033708,0.224719,0.089888,0.033708,0.033708,0.05618,0.011236,0.022472,0.11236
1,1,0.977761,0.928539,0.871344,0.517491,0.002319,0.064948,0.000003,0.000764,0.000011,0.009199,0.870588,0.466667,0.33021,0.144809,199,246,47,15,642,107,17.833334,0.910638,0.261146,0.02707,0.017516,0.017516,0.020701,0.030255,0.035032,0.10828,0.265924,0.049363,0.023885,0.022293,0.020701,0.009554,0.017516,0.073248
1,1,0.926269,0.885119,0.84021,0.574354,0.000231,0.069726,0,-0.001332,0,0.009605,0.858824,0.444444,0.521422,0.149897,208,221,13,9,107,44,18.093458,0.91453,0.209524,0.095238,0.047619,0.038095,0.07619,0.028571,0.038095,0.047619,0.12381,0.057143,0.07619,0.028571,0.028571,0.038095,0.019048,0.047619
1,2,0.956208,0.982552,0.406638,0.502604,0.000629,0.083426,-0.000004,0.000395,0.000001,0.011853,0.407843,0.733333,0.342356,0.135065,87,117,30,60,1120,198,35.003571,0.622222,0.043519,0.036111,0.047222,0.118519,0.157407,0.053704,0.034259,0.019444,0.028704,0.035185,0.053704,0.137037,0.151852,0.037963,0.028704,0.016667
1,2,0.963914,0.938042,0.407039,0.593199,0.000953,0.074904,0.000009,-0.006678,0.000002,0.011485,0.403922,0.882353,0.362184,0.155715,90,122,32,17,437,83,15.764302,0.803309,0.082759,0.048276,0.011494,0.045977,0.154023,0.071264,0.034483,0.048276,0.110345,0.050575,0.029885,0.013793,0.022989,0.032184,0.124138,0.11954
1,2,0.947178,0.942846,0.392132,0.51444,0.000424,0.081633,0.000001,-0.000385,0,0.012521,0.403922,0.235294,0.421892,0.142933,91,111,20,17,328,63.5,12.293446,0.964706,0.073718,0.044872,0.048077,0.041667,0.141026,0.048077,0.025641,0.035256,0.086538,0.060897,0.073718,0.070513,0.070513,0.067308,0.041667,0.070513
1,2,0.945499,0.95126,0.399947,0.577253,0.000392,0.069528,0,-0.004282,0,0.010174,0.403922,0.772727,0.373268,0.141751,92,113,21,22,360,86,20.544445,0.779221,0.039275,0.045317,0.039275,0.072508,0.096677,0.084592,0.021148,0.02719,0.081571,0.030211,0.042296,0.096677,0.141994,0.066465,0.033233,0.081571
1,2,0.991769,0.994963,0.742121,0.533557,0.029905,0.066481,-0.000677,-0.002047,0.001508,0.009181,0.917647,0.515284,0.18917,0.092646,100,255,155,229,12608,1662.5,219.21846,0.355205,0.117422,0.065777,0.043323,0.054286,0.067759,0.063928,0.049531,0.07357,0.085193,0.06406,0.053758,0.056796,0.068155,0.045304,0.033813,0.057324
1,2,0.939535,0.894604,0.426578,0.491038,0.000322,0.083795,0,0.002608,0,0.014232,0.431373,0.444444,0.384832,0.141795,101,117,16,9,159,39,9.566038,1.104167,0.171975,0.044586,0.031847,0.025478,0.044586,0.038217,0.031847,0.070064,0.197452,0.044586,0.057325,0.050955,0.063694,0.044586,0.031847,0.050955
1,2,0.94475,0.953097,0.434845,0.448039,0.000383,0.075172,0.000001,0.005581,0,0.011521,0.443137,0.272727,0.380762,0.13829,102,122,20,22,371,75,15.161725,0.843182,0.071429,0.031429,0.048571,0.091429,0.114286,0.06,0.031429,0.028571,0.082857,0.074286,0.108571,0.102857,0.042857,0.054286,0.028571,0.028571
1,2,0.941368,0.925763,0.439275,0.502625,0.000338,0.081814,0.000001,-0.00016,0,0.012623,0.447059,0.615385,0.436711,0.154536,104,121,17,13,227,50,11.013216,1.027149,0.09375,0.049107,0.049107,0.040179,0.084821,0.066964,0.035714,0.03125,0.165179,0.040179,0.026786,0.040179,0.098214,0.066964,0.053571,0.058036
1,2,0.939307,0.910992,0.444154,0.535326,0.000311,0.080674,0,-0.000947,0,0.012197,0.439216,0.363636,0.394278,0.14123,105,122,17,11,183,48.5,12.853826,0.97861,0.093923,0.027624,0.044199,0.071823,0.132597,0.049724,0.022099,0.038674,0.110497,0.082873,0.038674,0.044199,0.088398,0.044199,0.033149,0.077348
1,2,0.947011,0.88247,0.481374,0.587778,0.000436,0.066596,0.000002,-0.003077,0,0.009437,0.478431,0.666667,0.573423,0.171218,114,135,21,9,148,52.5,18.62331,0.783069,0.136054,0.034014,0.034014,0.027211,0.07483,0.040816,0.034014,0.081633,0.231293,0.040816,0.027211,0.020408,0.013605,0.034014,0.013605,0.156463
1,2,0.936006,0.949402,0.508813,0.517901,0.000303,0.075744,0,0.000497,0,0.010909,0.509804,0.45,0.353913,0.145132,122,139,17,20,331,68,13.969789,0.973529,0.045317,0.039275,0.024169,0.030211,0.223565,0.05136,0.021148,0.039275,0.045317,0.02719,0.02719,0.120846,0.148036,0.090634,0.033233,0.033233
1,2,0.984337,0.982932,0.621796,0.538855,0.004952,0.068044,0.000093,-0.004407,0.000053,0.008946,0.556863,0.565217,0.370418,0.128983,124,201,77,69,2763,452,73.942818,0.520045,0.092623,0.077869,0.045082,0.030738,0.038115,0.061475,0.059426,0.092623,0.092213,0.080328,0.041393,0.040164,0.055738,0.046721,0.05,0.095492
1,2,0.99034,0.954924,0.74308,0.47067,0.01272,0.041187,-0.00011,0.001118,0.00032,0.004128,0.65098,0.4,0.265998,0.110793,131,244,113,30,1658,320,61.761158,0.489086,0.162162,0.072072,0.019404,0.024948,0.020097,0.02079,0.045045,0.09702,0.217602,0.079002,0.042966,0.019404,0.008316,0.009702,0.020097,0.141372
1,2,0.934867,0.920647,0.584271,0.530703,0.000281,0.086495,0.000001,-0.001249,0,0.014167,0.580392,0.416667,0.528515,0.167415,142,157,15,12,188,45.5,11.011968,1.044444,0.038674,0.027624,0.01105,0.044199,0.132597,0.093923,0.027624,0.049724,0.082873,0.049724,0.060773,0.127072,0.049724,0.049724,0.038674,0.116022
1,2,0.943206,0.942599,0.590516,0.488966,0.000354,0.080619,0.000001,0.001266,0,0.012605,0.596078,0.647059,0.475704,0.16362,142,160,18,17,312,60,11.538462,1.019608,0.055556,0.026144,0.019608,0.026144,0.183007,0.101307,0.03268,0.022876,0.065359,0.04902,0.04902,0.084967,0.117647,0.068627,0.052288,0.045752
1,2,0.965769,0.899719,0.646112,0.51249,0.000985,0.078352,-0.000003,-0.000079,0.000002,0.012863,0.654902,0.5,0.439254,0.169142,147,179,32,10,305,65,13.852459,0.953125,0.197987,0.09396,0.02349,0.006711,0.02349,0.02349,0.02349,0.097315,0.224832,0.04698,0.026846,0.026846,0.057047,0.04698,0.030201,0.050336
